accuracy,precision,recall,f1_score,roc_auc,model_name,training_time
1.0,1.0,1.0,1.0,1.0,random_forest,54.9681715965271
1.0,1.0,1.0,1.0,1.0,xgboost,5.986357927322388
0.9999716295960055,0.9999505635752423,1.0,0.9999752811766159,1.0,logistic_regression,22.4836323261261
0.9999716295960055,0.9999505635752423,1.0,0.9999752811766159,1.0,svm,64.83645391464233
